"l_id","chain","category","company","brand","l_offer","l_alias_market","repeattrips","repeater","offerdate","quantity","offervalue","agg_qty","agg_amt","freq","l_alias_gender","age","state","__of_subscriber","avg___daily_calls_received","avg__duration__mins__per_call_received","avg____distinct_numbers_daily_calls_received_from","avg____distinct_numbers_weekly_calls_received_from","avg___daily_calls_made","avg___weekly_calls_made","avg__duration__mins__per_call_made","avg____distinct_numbers_daily_calls_made_to","avg____distinct_numbers_weekly_calls_made_to","__daily_messages_received","__weekly_messages_received","avg____distinct_numbers_daily_msgs_received_from","avg____distinct_numbers_weekly_msgs_received_from","__daily_messages_sent","__weekly_messages_sent","avg____distinct_numbers_daily_msgs_sent_to","avg____distinct_numbers_weekly_msgs_sent_to","repeat_flag"
"_2634579003","_101","_3203","_106414464","_13474","_1197502","_14","0","f","3/29/2013 0:00","1","0.75","11","19.07","1","F","36-45","NE","510932","15204","10594","15523","46569","13533","94731","9696","8080","24240","15918","111426","7945","23835","15600","109200","5133","15399","0"
"_2642078917","_360","_4401","_105100050","_13791","_1199256","_22","0","f","3/14/2013 0:00","1","2","4","0","1","M","26-35","TX","531283","15063","10661","15098","45294","13237","92659","10344","8245","24735","15815","110705","8078","24234","15514","108598","5035","15105","0"
"_2648697234","_285","_3203","_106414464","_13474","_1197502","_11","0","f","3/29/2013 0:00","1","0.75","2","11.48","1","M","26-35","MI","519430","15405","10629","15490","46470","13055","91385","10162","8137","24411","15389","107723","7978","23934","15745","110215","5125","15375","0"
"_2657364782","_46","_1703","_104460040","_7668","_1200578","_22","0","f","4/7/2013 0:00","1","1.5","3","7.3700000000000001","1","M","36-45","TX","530746","15736","10862","15349","46047","13615","95305","10256","8314","24942","15694","109858","8159","24477","16770","117390","5207","15621","0"
"_2664464762","_285","_3203","_106414464","_13474","_1197502","_9","0","f","3/27/2013 0:00","1","0.75","2","1.8999999999999999","1","F","36-45","LA","508940","15789","11133","15429","46287","13557","94899","10472","8478","25434","15896","111272","8109","24327","16317","114219","5134","15402","0"
"_2633497144","_126","_3203","_106414464","_13474","_1197502","_20","0","f","4/24/2013 0:00","1","0.75","7","21.440000000000001","1","F","36-45","PA","540030","15788","10929","15808","47424","13587","95109","10525","8426","25278","16094","112658","8563","25689","16346","114422","5169","15507","0"
"_2650044819","_101","_3203","_106414464","_13474","_1197502","_4","0","f","3/25/2013 0:00","1","0.75","9","26.010000000000002","1","F","36-45","FL","553216","15425","10928","15228","45684","12857","89999","10206","7977","23931","15625","109375","8206","24618","15555","108885","5145","15435","0"
"_2632293379","_211","_1726","_104460040","_7668","_1200581","_15","0","f","4/1/2013 0:00","1","1.25","17","56.43","1","M","36-45","NJ","459696","14493","10134","14836","44508","13278","92946","9813","8083","24249","15503","108521","7969","23907","15155","106085","5030","15090","0"
"_2641773382","_64","_9909","_107127979","_6732","_1194044","_10","1","t","3/29/2013 0:00","1","1","23","146.97","2","F","16-25","MD","555236","15203","10349","15176","45528","13277","92939","10312","8024","24072","15878","111146","7715","23145","15705","109935","5155","15465","1"
"_2658089814","_42","_2202","_104460040","_3718","_1208251","_4","1","t","4/25/2013 0:00","1","2","1","2.9900000000000002","2","F","16-25","FL","523296","16138","11014","15747","47241","13883","97181","10694","8480","25440","16202","113414","8423","25269","16705","116935","5397","16191","1"
"_2666727907","_285","_3203","_106414464","_13474","_1197502","_1","0","f","3/27/2013 0:00","1","0.75","1","4.4900000000000002","1","M","26-35","AL","510045","14703","10455","14898","44694","12838","89866","10334","8252","24756","15199","106393","8038","24114","15632","109424","5124","15372","0"
"_2623795394","_101","_3203","_106414464","_13474","_1197502","_30","1","t","3/29/2013 0:00","1","0.75","1","3.1899999999999999","2","F","26-35","ID","560017","15184","11364","16099","48297","13741","96187","10282","8541","25623","16872","118104","8588","25764","16360","114520","5382","16146","1"
"_2635927960","_21","_3203","_106414464","_13474","_1197502","_4","0","f","4/20/2013 0:00","1","0.75","4","8.6799999999999997","1","M","26-35","FL","516096","15861","10751","15756","47268","13270","92890","10341","8233","24699","16078","112546","8026","24078","16168","113176","5193","15579","0"
"_2642989496","_100","_2202","_104460040","_3718","_1208251","_27","0","f","4/26/2013 0:00","1","2","8","25.719999999999999","1","M","16-25","AZ","506689","15250","11010","15651","46953","13149","92043","9945","8137","24411","15869","111083","8129","24387","15453","108171","5037","15111","0"
"_2658478158","_285","_2202","_104460040","_3718","_1208252","_6","0","f","4/26/2013 0:00","1","3","1","4.29","1","M","26-35","IL","481503","14624","10680","14270","42810","12812","89684","10034","7962","23886","15199","106393","7992","23976","15602","109214","4953","14859","0"
"_2664462566","_285","_3203","_106414464","_13474","_1197502","_8","0","f","3/25/2013 0:00","1","0.75","12","27.219999999999999","1","M","36-45","KY","534341","15405","10826","14968","44904","13241","92687","9934","7957","23871","16030","112210","7990","23970","15589","109123","5053","15159","0"
"_2620707438","_89","_1726","_104460040","_7668","_1200582","_25","0","f","4/4/2013 0:00","1","1.25","1","3.9900000000000002","1","F","36-45","WA","505717","14929","10686","15304","45912","12972","90804","10236","7981","23943","15787","110509","8080","24240","15680","109760","5083","15249","0"
"_2641860390","_126","_2202","_104460040","_3718","_1208251","_4","0","f","4/24/2013 0:00","1","2","1","3.4900000000000002","1","F","16-25","FL","523296","16138","11014","15747","47241","13883","97181","10694","8480","25440","16202","113414","8423","25269","16705","116935","5397","16191","0"
"_2620889957","_46","_3203","_106414464","_13474","_1197502","_15","0","f","4/9/2013 0:00","1","0.75","2","5","1","F","36-45","NJ","516518","15743","10883","16151","48453","13611","95277","10440","8369","25107","16074","112518","8425","25275","16515","115605","5254","15762","0"
"_2657307406","_46","_1726","_104460040","_7668","_1200581","_22","0","f","4/3/2013 0:00","1","1.25","1","1.99","1","F","16-25","TX","548315","16465","11473","16073","48219","13636","95452","10246","8355","25065","16334","114338","8299","24897","16511","115577","5410","16230","0"
"_2661250328","_46","_3203","_106414464","_13474","_1197502","_32","1","t","3/25/2013 0:00","1","0.75","4","51.049999999999997","2","F","36-45","ME","514108","14869","10313","15254","45762","13023","91161","10063","7915","23745","15753","110271","7912","23736","15505","108535","5011","15033","1"
"_2681541740","_58","_2202","_104460040","_3718","_1208252","_23","1","t","4/26/2013 0:00","1","3","1","1.5","2","F","36-45","UT","537914","15493","10979","15716","47148","13384","93688","10624","8002","24006","15950","111650","8369","25107","15811","110677","5119","15357","1"
"_2677656865","_89","_3203","_106414464","_13474","_1197502","_28","1","t","4/6/2013 0:00","1","0.75","27","60.539999999999999","2","M","16-25","CO","521540","15728","11186","15485","46455","13646","95522","10987","8446","25338","16380","114660","8683","26049","16867","118069","5443","16329","1"
"_2635508824","_507","_4401","_105100050","_13791","_1199256","_4","0","f","3/16/2013 0:00","1","2","1","3.3900000000000001","1","M","16-25","FL","570370","16291","11606","16681","50043","14074","98518","10945","9183","27549","17086","119602","8782","26346","16611","116277","5449","16347","0"
"_2642535274","_285","_5558","_107120272","_5072","_1198271","_28","0","f","3/27/2013 0:00","1","1.5","2","7.9800000000000004","1","M","26-35","CO","505508","15369","10410","15046","45138","13281","92967","10277","8178","24534","15797","110579","8243","24729","15850","110950","4902","14706","0"
"_2648700187","_285","_5558","_107120272","_5072","_1198274","_13","0","f","3/27/2013 0:00","1","1.5","4","9.9600000000000009","1","M","36-45","NC","529551","15379","10348","15384","46152","13109","91763","10352","8171","24513","16208","113456","8243","24729","15987","111909","5128","15384","0"
"_2657493147","_360","_6202","_1087744888","_64486","_1208501","_31","0","f","4/24/2013 0:00","1","1.5","2","13.98","1","F","36-45","IN","490977","14698","10311","14635","43905","12933","90531","9844","7875","23625","15362","107534","7936","23808","15016","105112","5241","15723","0"
"_2664582316","_24","_9909","_1089520383","_28840","_1203052","_20","1","t","4/11/2013 0:00","1","1","1","3.29","2","F","16-25","PA","462612","14844","10558","14852","44556","12964","90748","9552","7838","23514","15596","109172","7811","23433","15051","105357","5067","15201","1"
"_2641711484","_40","_3203","_106414464","_13474","_1197502","_13","0","f","3/25/2013 0:00","1","0.75","3","3","1","M","36-45","NC","529551","15379","10348","15384","46152","13109","91763","10352","8171","24513","16208","113456","8243","24729","15987","111909","5128","15384","0"
"_2657418012","_15","_2202","_104460040","_3718","_1208251","_17","0","f","4/27/2013 0:00","1","2","1","6.9900000000000002","1","F","26-35","OH","522377","15629","10992","15576","46728","13722","96054","10599","8173","24519","16138","112966","8294","24882","16287","114009","5292","15876","0"
"_2666190169","_17","_1726","_104460040","_7668","_1200581","_32","0","f","4/4/2013 0:00","1","1.25","1","1.29","1","F","26-35","ME","532723","14606","10678","15230","45690","13010","91070","10050","7981","23943","14986","104902","7843","23529","15295","107065","4851","14553","0"
"_2650132118","_68","_4401","_105100050","_13791","_1199256","_15","0","f","3/28/2013 0:00","1","2","1","3.3900000000000001","1","F","36-45","NJ","516518","15743","10883","16151","48453","13611","95277","10440","8369","25107","16074","112518","8425","25275","16515","115605","5254","15762","0"
"_2671140229","_46","_1703","_104460040","_7668","_1200578","_27","0","f","3/30/2013 0:00","1","1.5","4","15.77","1","F","16-25","AZ","563720","16276","11432","16742","50226","13874","97118","10938","8889","26667","17233","120631","8748","26244","17403","121821","5393","16179","0"
"_2680141087","_21","_3203","_106414464","_13474","_1197502","_23","0","f","3/28/2013 0:00","1","0.75","3","7.4699999999999998","1","M","36-45","UT","504584","15471","10913","15199","45597","12787","89509","10325","8171","24513","15187","106309","8131","24393","15966","111762","5083","15249","0"
"_2633674978","_4","_3203","_106414464","_13474","_1197502","_16","1","t","3/30/2013 0:00","1","0.75","5","18.449999999999999","2","F","16-25","NY","499716","14844","10326","14407","43221","12584","88088","9542","8017","24051","15208","106456","7776","23328","14981","104867","4964","14892","1"
"_2650175583","_12","_2119","_108079383","_6926","_1208329","_21","1","t","4/22/2013 0:00","1","1","10","26.5","2","F","26-35","SC","488453","14928","10678","15287","45861","13087","91609","10129","7983","23949","15698","109886","7901","23703","16084","112588","5138","15414","1"
"_2632773364","_42","_3203","_106414464","_13474","_1197502","_10","0","f","3/26/2013 0:00","1","0.75","4","0.40000000000000002","1","F","36-45","MD","551330","15613","11020","16175","48525","14132","98924","10676","8569","25707","16288","114016","8545","25635","16911","118377","5289","15867","0"
"_2643794472","_285","_5558","_107120272","_5072","_1198271","_26","0","f","3/27/2013 0:00","1","1.5","10","20","1","M","26-35","WI","557816","16334","11731","16043","48129","14294","100058","11047","8715","26145","16656","116592","8746","26238","17282","120974","5616","16848","0"
"_2663695568","_101","_2202","_104460040","_3718","_1208252","_15","2","t","4/26/2013 0:00","1","3","1","9.4900000000000002","3","M","26-35","NJ","511539","15938","11082","15538","46614","13931","97517","10644","8293","24879","16259","113813","8388","25164","15880","111160","5308","15924","1"
"_2674145414","_42","_2119","_108079383","_6926","_1208329","_28","5","t","4/23/2013 0:00","1","1","1","6.9900000000000002","6","M","26-35","CO","505508","15369","10410","15046","45138","13281","92967","10277","8178","24534","15797","110579","8243","24729","15850","110950","4902","14706","1"
"_2664462303","_285","_2202","_104460040","_3718","_1208252","_3","0","f","4/29/2013 0:00","1","3","2","15.98","1","F","16-25","CA","501278","15143","10637","15020","45060","13137","91959","10317","8103","24309","15687","109809","8097","24291","15533","108731","4969","14907","0"
"_2651596420","_191","_2202","_104460040","_3718","_1208252","_25","0","f","4/27/2013 0:00","1","3","11","11","1","M","36-45","WA","572208","15547","11077","16094","48282","13886","97202","10821","8465","25395","16208","113456","8354","25062","16524","115668","5236","15708","0"
"_2673643074","_165","_2202","_104460040","_3718","_1208251","_14","1","t","4/23/2013 0:00","1","2","11","75.400000000000006","2","F","16-25","NE","558829","15707","10959","15990","47970","13552","94864","10435","8390","25170","16111","112777","8332","24996","16454","115178","5284","15852","1"
"_2623761270","_21","_4401","_105100050","_13791","_1199258","_6","0","f","3/20/2013 0:00","1","2","1","3.75","1","M","26-35","IL","481503","14624","10680","14270","42810","12812","89684","10034","7962","23886","15199","106393","7992","23976","15602","109214","4953","14859","0"
"_2646120834","_285","_2119","_108079383","_6926","_1208329","_15","0","f","4/26/2013 0:00","1","1","1","3.79","1","F","16-25","NJ","534222","15897","11015","15567","46701","13465","94255","10286","8784","26352","16657","116599","8581","25743","16054","112378","5324","15972","0"
"_2652836882","_96","_3203","_106414464","_13474","_1197502","_3","0","f","3/30/2013 0:00","1","0.75","10","49.979999999999997","1","F","16-25","CA","501278","15143","10637","15020","45060","13137","91959","10317","8103","24309","15687","109809","8097","24291","15533","108731","4969","14907","0"
"_2660987215","_101","_3203","_106414464","_13474","_1197502","_26","0","f","3/26/2013 0:00","1","0.75","4","4.6799999999999997","1","F","16-25","WI","526724","15751","10983","15382","46146","13272","92904","10211","8230","24690","15892","111244","8303","24909","15734","110138","5148","15444","0"
"_2669558374","_109","_3203","_106414464","_13474","_1197502","_6","0","f","3/26/2013 0:00","1","0.75","1","4.4900000000000002","1","M","26-35","IL","481503","14624","10680","14270","42810","12812","89684","10034","7962","23886","15199","106393","7992","23976","15602","109214","4953","14859","0"
"_2678702800","_42","_5558","_107120272","_5072","_1198271","_29","0","f","3/26/2013 0:00","1","1.5","1","5.9900000000000002","1","M","16-25","CT","580695","15533","10961","15605","46815","13940","97580","10707","8687","26061","16534","115738","8619","25857","16686","116802","5209","15627","0"
"_2674879215","_98","_1703","_104460040","_7668","_1200578","_14","0","f","4/8/2013 0:00","1","1.5","1","1.79","1","F","36-45","NE","510932","15204","10594","15523","46569","13533","94731","9696","8080","24240","15918","111426","7945","23835","15600","109200","5133","15399","0"
"_2650940407","_285","_2119","_108079383","_6926","_1208329","_13","0","f","4/22/2013 0:00","1","1","4","19.27","1","F","36-45","NC","582264","15795","11007","16259","48777","14020","98140","11021","8523","25569","16396","114772","8549","25647","16671","116697","5287","15861","0"
"_2645458270","_140","_3203","_106414464","_13474","_1197502","_25","0","f","3/25/2013 0:00","1","0.75","1","19.989999999999998","1","F","36-45","WA","505717","14929","10686","15304","45912","12972","90804","10236","7981","23943","15787","110509","8080","24240","15680","109760","5083","15249","0"
"_2664463464","_285","_5558","_107120272","_5072","_1198275","_4","0","f","3/27/2013 0:00","1","1.5","1","12.69","1","M","36-45","FL","510934","15913","11165","16402","49206","14163","99141","10665","8324","24972","16454","115178","8822","26466","16724","117068","5105","15315","0"
"_2674920148","_96","_5619","_107717272","_102504","_1204822","_19","1","t","4/20/2013 0:00","1","1.5","24","55.439999999999998","2","M","26-35","OK","510791","15442","10893","14938","44814","13163","92141","9991","8351","25053","15780","110460","8235","24705","15748","110236","5236","15708","1"
"_2664635572","_507","_1726","_104460040","_7668","_1200581","_2","0","f","4/5/2013 0:00","1","1.25","1","3.1899999999999999","1","F","16-25","AR","504640","16099","10854","15568","46704","13353","93471","10168","8030","24090","16168","113176","8224","24672","16112","112784","5256","15768","0"
"_2621995588","_70","_9909","_107127979","_6732","_1194044","_13","1","t","3/2/2013 0:00","1","1","3","7.9800000000000004","2","F","16-25","NC","495495","14959","10131","15345","46035","12993","90951","9954","7951","23853","15527","108689","7989","23967","15597","109179","5034","15102","1"
"_2633695599","_360","_6202","_1087744888","_64486","_1208501","_15","3","t","4/25/2013 0:00","1","1.5","1","1.3899999999999999","4","F","36-45","NJ","516518","15743","10883","16151","48453","13611","95277","10440","8369","25107","16074","112518","8425","25275","16515","115605","5254","15762","1"
"_2642077954","_360","_2202","_104460040","_3718","_1208251","_23","1","t","4/23/2013 0:00","1","2","28","104.06","2","F","26-35","UT","498601","15191","10596","15439","46317","13417","93919","10311","8185","24555","15754","110278","8178","24534","16015","112105","5061","15183","1"
"_2657270028","_46","_5616","_104610040","_15889","_1204576","_15","2","t","4/4/2013 0:00","1","1","2","19.579999999999998","3","M","16-25","NJ","539924","16809","11495","16211","48633","14063","98441","10836","8756","26268","16907","118349","8622","25866","16677","116739","5472","16416","1"
"_2663340386","_24","_5616","_104610040","_15889","_1204576","_24","0","f","4/6/2013 0:00","1","1","2","6","1","F","26-35","VA","430057","13973","10261","14217","42651","12290","86030","9592","7682","23046","14861","104027","7722","23166","15080","105560","4891","14673","0"
"_2619488536","_95","_3203","_106414464","_13474","_1197502","_15","0","f","3/29/2013 0:00","1","0.75","22","55.850000000000001","1","F","16-25","NJ","534222","15897","11015","15567","46701","13465","94255","10286","8784","26352","16657","116599","8581","25743","16054","112378","5324","15972","0"
"_2641304310","_285","_5558","_107120272","_5072","_1198272","_29","2","t","3/27/2013 0:00","1","1.5","1","3.9900000000000002","3","F","36-45","CT","534609","16378","11091","16295","48885","13895","97265","10531","8514","25542","16634","116438","8404","25212","16451","115157","5176","15528","1"
"_2660955643","_21","_5558","_107120272","_5072","_1198274","_1","0","f","3/26/2013 0:00","1","1.5","2","15.98","1","F","36-45","AL","469383","14668","10458","14275","42825","13021","91147","9822","8055","24165","15006","105042","7954","23862","15528","108696","4959","14877","0"
"_2654369888","_96","_5558","_107120272","_5072","_1198275","_19","0","f","3/26/2013 0:00","1","1.5","9","24.649999999999999","1","F","16-25","OK","513955","14886","10518","14900","44700","13174","92218","9562","8134","24402","15340","107380","7935","23805","15621","109347","4966","14898","0"
"_2672319794","_133","_3203","_106414464","_13474","_1197502","_6","1","t","3/27/2013 0:00","1","0.75","1","2","2","F","16-25","IL","481150","15586","10834","15251","45753","13124","91868","10132","8165","24495","16198","113386","8299","24897","16697","116879","5129","15387","1"
"_2632190465","_101","_2202","_104460040","_3718","_1208251","_19","0","f","4/25/2013 0:00","1","2","20","77.540000000000006","1","M","26-35","OK","510791","15442","10893","14938","44814","13163","92141","9991","8351","25053","15780","110460","8235","24705","15748","110236","5236","15708","0"
"_2639727448","_42","_3203","_106414464","_13474","_1197502","_18","0","f","3/29/2013 0:00","1","0.75","1","2","1","F","36-45","OH","564409","15996","11340","16000","48000","13961","97727","10796","8673","26019","16930","118510","8416","25248","16622","116354","5310","15930","0"
"_2647144085","_96","_2202","_104460040","_3718","_1208251","_19","2","t","4/25/2013 0:00","1","2","1","3.9900000000000002","3","F","26-35","OK","479346","15639","10626","15468","46404","13418","93926","10432","8008","24024","16281","113967","8025","24075","16381","114667","4974","14922","1"
"_2655367444","_40","_3203","_106414464","_13474","_1197502","_8","0","f","3/30/2013 0:00","1","0.75","1","1.29","1","F","36-45","KY","519732","15125","10993","15785","47355","13295","93065","10311","8076","24228","15767","110369","8246","24738","16262","113834","5277","15831","0"
"_2670959460","_165","_3203","_106414464","_13474","_1197502","_3","0","f","3/27/2013 0:00","1","0.75","3","14.789999999999999","1","M","36-45","CA","544706","15392","10980","15292","45876","13273","92911","10489","8392","25176","15959","111713","8225","24675","15818","110726","5059","15177","0"
"_2629492706","_21","_3203","_106414464","_13474","_1197502","_23","2","t","3/29/2013 0:00","1","0.75","6","18.239999999999998","3","M","16-25","UT","560327","16434","11554","16839","50517","14794","103558","11283","8908","26724","17103","119721","8794","26382","17283","120981","5351","16053","1"
"_2647142657","_96","_2119","_108079383","_6926","_1208329","_27","3","t","4/22/2013 0:00","1","1","1","1.3899999999999999","4","F","36-45","AZ","509720","15532","10543","15918","47754","13530","94710","10634","8053","24159","15677","109739","8091","24273","16030","112210","5137","15411","1"
"_2625755646","_42","_3203","_106414464","_13474","_1197502","_4","0","f","3/29/2013 0:00","1","0.75","21","84.079999999999998","1","F","36-45","FL","553216","15425","10928","15228","45684","12857","89999","10206","7977","23931","15625","109375","8206","24618","15555","108885","5145","15435","0"
"_2661742014","_293","_3203","_106414464","_13474","_1197502","_6","0","f","3/27/2013 0:00","1","0.75","1","-1","1","F","36-45","IL","518627","15672","10966","15495","46485","13551","94857","10507","8450","25350","16159","113113","8328","24984","16234","113638","5216","15648","0"
"_2654958985","_285","_2119","_108079383","_6926","_1208329","_32","2","t","4/27/2013 0:00","1","1","5","30.449999999999999","3","F","16-25","ME","501902","15260","10270","14641","43923","12719","89033","9913","7990","23970","15216","106512","8130","24390","15468","108276","4923","14769","1"
"_2661120640","_126","_3203","_106414464","_13474","_1197502","_19","2","t","4/23/2013 0:00","1","0.75","2","6.5899999999999999","3","F","16-25","OK","513955","14886","10518","14900","44700","13174","92218","9562","8134","24402","15340","107380","7935","23805","15621","109347","4966","14898","1"
"_2681396329","_40","_4401","_105100050","_13791","_1199258","_25","0","f","3/13/2013 0:00","1","2","1","1","1","M","36-45","WA","572208","15547","11077","16094","48282","13886","97202","10821","8465","25395","16208","113456","8354","25062","16524","115668","5236","15708","0"
"_2626906763","_96","_2119","_108079383","_6926","_1208329","_10","12","t","4/22/2013 0:00","1","1","6","15.539999999999999","13","M","16-25","MD","531718","14784","10941","15287","45861","13190","92330","10310","7837","23511","15837","110859","7984","23952","15763","110341","4832","14496","1"
"_2639068234","_21","_5619","_107717272","_102504","_1204821","_6","0","f","4/17/2013 0:00","1","1.5","9","17.609999999999999","1","F","16-25","IL","481150","15586","10834","15251","45753","13124","91868","10132","8165","24495","16198","113386","8299","24897","16697","116879","5129","15387","0"
"_2655572308","_96","_5619","_107717272","_102504","_1204821","_25","0","f","4/29/2013 0:00","1","1.5","2","10.58","1","F","36-45","WA","505717","14929","10686","15304","45912","12972","90804","10236","7981","23943","15787","110509","8080","24240","15680","109760","5083","15249","0"
"_2663290037","_109","_3203","_106414464","_13474","_1197502","_28","0","f","4/3/2013 0:00","1","0.75","1","2.4900000000000002","1","M","16-25","CO","521540","15728","11186","15485","46455","13646","95522","10987","8446","25338","16380","114660","8683","26049","16867","118069","5443","16329","0"
"_2620252800","_507","_1703","_104460040","_7668","_1200578","_13","0","f","3/30/2013 0:00","1","1.5","2","7.9800000000000004","1","M","26-35","NC","529376","15524","10708","15035","45105","13369","93583","9985","8336","25008","15686","109802","8083","24249","15796","110572","5221","15663","0"
"_2630155201","_42","_2119","_108079383","_6926","_1208329","_8","0","f","4/22/2013 0:00","1","1","1","2.9900000000000002","1","F","36-45","KY","519732","15125","10993","15785","47355","13295","93065","10311","8076","24228","15767","110369","8246","24738","16262","113834","5277","15831","0"
"_2640039945","_377","_9909","_1089520383","_28840","_1203052","_13","3","t","4/21/2013 0:00","1","1","1","7.9900000000000002","4","M","26-35","NC","529376","15524","10708","15035","45105","13369","93583","9985","8336","25008","15686","109802","8083","24249","15796","110572","5221","15663","1"
"_2655572780","_96","_3203","_106414464","_13474","_1197502","_7","0","f","3/28/2013 0:00","1","0.75","4","14.470000000000001","1","M","26-35","KS","545700","14276","10593","14650","43950","12774","89418","9785","7904","23712","15340","107380","7882","23646","15371","107597","4889","14667","0"
"_2661140221","_96","_2119","_108079383","_6926","_1208329","_30","1","t","4/23/2013 0:00","1","1","1","2.4900000000000002","2","F","36-45","ID","459322","15012","10471","14765","44295","13316","93212","9841","7785","23355","15181","106267","7872","23616","15407","107849","5044","15132","1"
"_2675937775","_21","_2119","_108079383","_6926","_1208329","_8","0","f","4/22/2013 0:00","1","1","3","10.970000000000001","1","F","36-45","KY","519732","15125","10993","15785","47355","13295","93065","10311","8076","24228","15767","110369","8246","24738","16262","113834","5277","15831","0"
"_2639923443","_285","_3203","_106414464","_13474","_1197502","_12","0","f","3/27/2013 0:00","1","0.75","3","9.5899999999999999","1","F","36-45","MN","497340","15241","10679","15196","45588","12637","88459","10451","8111","24333","15534","108738","7935","23805","16594","116158","5152","15456","0"
"_2680218549","_64","_2119","_108079383","_6926","_1208329","_3","0","f","4/27/2013 0:00","1","1","2","17.98","1","M","16-25","CA","532044","16657","11648","15282","45846","14194","99358","10671","8683","26049","15903","111321","8412","25236","15935","111545","5514","16542","0"
"_2655528014","_151","_3203","_106414464","_13474","_1197502","_6","0","f","3/26/2013 0:00","1","0.75","2","4.1399999999999997","1","F","36-45","IL","518627","15672","10966","15495","46485","13551","94857","10507","8450","25350","16159","113113","8328","24984","16234","113638","5216","15648","0"
"_2648699968","_285","_3203","_106414464","_13474","_1197502","_32","0","f","3/30/2013 0:00","1","0.75","3","14.869999999999999","1","F","16-25","ME","501902","15260","10270","14641","43923","12719","89033","9913","7990","23970","15216","106512","8130","24390","15468","108276","4923","14769","0"
"_2670246342","_507","_2202","_104460040","_3718","_1208252","_10","0","f","4/27/2013 0:00","1","3","5","17.370000000000001","1","M","16-25","MD","531718","14784","10941","15287","45861","13190","92330","10310","7837","23511","15837","110859","7984","23952","15763","110341","4832","14496","0"
"_2679089479","_285","_3203","_106414464","_13474","_1197502","_10","0","f","4/21/2013 0:00","1","0.75","8","12.619999999999999","1","F","36-45","MD","551330","15613","11020","16175","48525","14132","98924","10676","8569","25707","16288","114016","8545","25635","16911","118377","5289","15867","0"
"_2635932492","_21","_5558","_107120272","_5072","_1198275","_3","0","f","3/26/2013 0:00","1","1.5","1","1.79","1","F","36-45","CA","548941","15778","11299","16103","48309","13868","97076","10584","8562","25686","16503","115521","8352","25056","16854","117978","5347","16041","0"
"_2660958672","_21","_6202","_1087744888","_64486","_1208501","_25","0","f","4/24/2013 0:00","1","1.5","1","3.29","1","M","26-35","WA","517404","15870","10961","16142","48426","14099","98693","10534","8434","25302","16573","116011","8592","25776","16654","116578","5329","15987","0"
"_2680287112","_89","_2119","_108079383","_6926","_1208329","_24","2","t","4/22/2013 0:00","1","1","1","1.99","3","F","36-45","VA","508604","15226","10899","15382","46146","13796","96572","10180","8033","24099","15896","111272","8046","24138","15933","111531","5254","15762","1"
"_2627047221","_46","_3203","_106414464","_13474","_1197502","_2","1","t","3/27/2013 0:00","1","0.75","3","5.9699999999999998","2","M","36-45","AR","510254","15764","11103","15399","46197","13681","95767","10442","8283","24849","16010","112070","8133","24399","15850","110950","5225","15675","1"
"_2639208953","_26","_2119","_108079383","_6926","_1208329","_13","0","f","4/22/2013 0:00","1","1","3","8.9700000000000006","1","M","16-25","NC","577492","15882","10946","15607","46821","13547","94829","10763","8336","25008","16448","115136","8530","25590","16752","117264","5184","15552","0"
"_2654961544","_285","_2202","_104460040","_3718","_1208251","_5","0","f","4/23/2013 0:00","1","2","1","4.29","1","M","36-45","IA","540908","15598","10929","16349","49047","13233","92631","10538","8244","24732","16076","112532","8101","24303","15711","109977","5015","15045","0"
"_2660121385","_42","_2119","_108079383","_6926","_1208329","_17","10","t","4/26/2013 0:00","1","1","13","34.369999999999997","11","M","36-45","OH","519352","15604","10792","15510","46530","13551","94857","10593","8193","24579","16580","116060","8300","24900","16072","112504","5134","15402","1"
"_2673712090","_96","_2119","_108079383","_6926","_1208329","_16","0","f","4/22/2013 0:00","1","1","10","26.359999999999999","1","F","36-45","NY","499807","15418","10778","15151","45453","13090","91630","10251","8313","24939","15624","109368","7904","23712","15856","110992","5228","15684","0"
"_2682754762","_431","_2202","_104460040","_3718","_1208251","_18","0","f","4/24/2013 0:00","1","2","12","36.810000000000002","1","M","16-25","OH","551256","16599","11373","16310","48930","14231","99617","10908","8584","25752","16417","114919","8534","25602","16104","112728","5281","15843","0"
"_2676561892","_42","_3203","_106414464","_13474","_1197502","_14","1","t","3/29/2013 0:00","1","0.75","1","10.99","2","M","36-45","NE","520383","15423","11157","15919","47757","13649","95543","10472","8291","24873","15797","110579","8280","24840","16308","114156","5235","15705","1"
"_2653435930","_285","_3203","_106414464","_13474","_1197502","_10","0","f","4/5/2013 0:00","1","0.75","1","1","1","F","36-45","MD","551330","15613","11020","16175","48525","14132","98924","10676","8569","25707","16288","114016","8545","25635","16911","118377","5289","15867","0"
"_2646651097","_40","_3203","_106414464","_13474","_1197502","_18","0","f","3/28/2013 0:00","1","0.75","8","21.120000000000001","1","M","36-45","OH","517362","15509","10688","15852","47556","13380","93660","10153","8177","24531","15458","108206","8160","24480","15853","110971","5109","15327","0"
"_2667314941","_21","_3203","_106414464","_13474","_1197502","_23","0","f","4/4/2013 0:00","1","0.75","13","43.450000000000003","1","M","36-45","UT","504584","15471","10913","15199","45597","12787","89509","10325","8171","24513","15187","106309","8131","24393","15966","111762","5083","15249","0"
