LocationAbbr,LocationDesc,Data_Value,Rate
AK,Fairbanks North Star,0,-3677
AK,Fairbanks North Star,0,-3676
AK,Fairbanks North Star,0,-3675
AK,Fairbanks North Star,0,-3674
VA,Fairfax City,0,-3673
VA,Fairfax City,0,-3672
VA,Fairfax City,0,-3671
VA,Fairfax,0,-3670
VA,Fairfax,0,-3669
VA,Fairfax,0,-3668
CT,Fairfield,0,-3667
CT,Fairfield,0,-3666
CT,Fairfield,0,-3665
OH,Fairfield,0,-3664
OH,Fairfield,0,-3663
OH,Fairfield,0,-3662
OH,Fairfield,0,-3661
OH,Fairfield,0,-3660
SC,Fairfield,0,-3659
SC,Fairfield,0,-3658
SC,Fairfield,0,-3657
SC,Fairfield,0,-3656
SC,Fairfield,0,-3655
SC,Fairfield,0,-3654
SC,Fairfield,0,-3653
SC,Fairfield,0,-3652
SC,Fairfield,0,-3651
PR,Fajardo Municipio,0,-3650
PR,Fajardo Municipio,0,-3649
PR,Fajardo Municipio,0,-3648
PR,Fajardo Municipio,0,-3647
PR,Fajardo Municipio,0,-3646
PR,Fajardo Municipio,0,-3645
PR,Fajardo Municipio,0,-3644
PR,Fajardo Municipio,0,-3643
PR,Fajardo Municipio,0,-3642
PR,Fajardo Municipio,0,-3641
PR,Fajardo Municipio,0,-3640
PR,Fajardo Municipio,0,-3639
PR,Fajardo Municipio,0,-3638
PR,Fajardo Municipio,0,-3637
PR,Fajardo Municipio,0,-3636
SD,Fall River,0,-3635
SD,Fall River,0,-3634
SD,Fall River,0,-3633
SD,Fall River,0,-3632
SD,Fall River,0,-3631
SD,Fall River,0,-3630
SD,Fall River,0,-3629
SD,Fall River,0,-3628
SD,Fall River,0,-3627
SD,Fall River,0,-3626
MT,Fallon,0,-3625
MT,Fallon,0,-3624
MT,Fallon,0,-3623
MT,Fallon,0,-3622
MT,Fallon,0,-3621
MT,Fallon,0,-3620
MT,Fallon,0,-3619
MT,Fallon,0,-3618
MT,Fallon,0,-3617
MT,Fallon,0,-3616
MT,Fallon,0,-3615
MT,Fallon,0,-3614
VA,Falls Church City,0,-3613
VA,Falls Church City,0,-3612
VA,Falls Church City,0,-3611
TX,Falls,0,-3610
TX,Falls,0,-3609
TX,Falls,0,-3608
TX,Falls,0,-3607
GA,Fannin,0,-3606
GA,Fannin,0,-3605
GA,Fannin,0,-3604
GA,Fannin,0,-3603
GA,Fannin,0,-3602
GA,Fannin,0,-3601
GA,Fannin,0,-3600
GA,Fannin,0,-3599
GA,Fannin,0,-3598
GA,Fannin,0,-3597
GA,Fannin,0,-3596
GA,Fannin,0,-3595
TX,Fannin,0,-3594
MN,Faribault,0,-3593
MN,Faribault,0,-3592
MN,Faribault,0,-3591
MN,Faribault,0,-3590
MN,Faribault,0,-3589
MN,Faribault,0,-3588
MN,Faribault,0,-3587
MN,Faribault,0,-3586
MN,Faribault,0,-3585
MN,Faribault,0,-3584
MN,Faribault,0,-3583
MN,Faribault,0,-3582
SD,Faulk,0,-3581
SD,Faulk,0,-3580
SD,Faulk,0,-3579
SD,Faulk,0,-3578
SD,Faulk,0,-3577
SD,Faulk,0,-3576
SD,Faulk,0,-3575
SD,Faulk,0,-3574
SD,Faulk,0,-3573
SD,Faulk,0,-3572
SD,Faulk,0,-3571
SD,Faulk,0,-3570
AR,Faulkner,0,-3569
AR,Faulkner,0,-3568
AR,Faulkner,0,-3567
AR,Faulkner,0,-3566
AR,Faulkner,0,-3565
AR,Faulkner,0,-3564
AR,Faulkner,0,-3563
AR,Faulkner,0,-3562
VA,Fauquier,0,-3561
VA,Fauquier,0,-3560
VA,Fauquier,0,-3559
AL,Fayette,0,-3558
AL,Fayette,0,-3557
AL,Fayette,0,-3556
AL,Fayette,0,-3555
AL,Fayette,0,-3554
AL,Fayette,0,-3553
AL,Fayette,0,-3552
AL,Fayette,0,-3551
AL,Fayette,0,-3550
GA,Fayette,0,-3549
GA,Fayette,0,-3548
GA,Fayette,0,-3547
IA,Fayette,0,-3546
IA,Fayette,0,-3545
IA,Fayette,0,-3544
IA,Fayette,0,-3543
IA,Fayette,0,-3542
IA,Fayette,0,-3541
IA,Fayette,0,-3540
IA,Fayette,0,-3539
IA,Fayette,0,-3538
IL,Fayette,0,-3537
IL,Fayette,0,-3536
IL,Fayette,0,-3535
IL,Fayette,0,-3534
IL,Fayette,0,-3533
IL,Fayette,0,-3532
IL,Fayette,0,-3531
IL,Fayette,0,-3530
IL,Fayette,0,-3529
IL,Fayette,0,-3528
IL,Fayette,0,-3527
IL,Fayette,0,-3526
IN,Fayette,0,-3525
IN,Fayette,0,-3524
IN,Fayette,0,-3523
IN,Fayette,0,-3522
IN,Fayette,0,-3521
IN,Fayette,0,-3520
IN,Fayette,0,-3519
IN,Fayette,0,-3518
IN,Fayette,0,-3517
IN,Fayette,0,-3516
IN,Fayette,0,-3515
KY,Fayette,0,-3514
KY,Fayette,0,-3513
KY,Fayette,0,-3512
OH,Fayette,0,-3511
OH,Fayette,0,-3510
OH,Fayette,0,-3509
OH,Fayette,0,-3508
OH,Fayette,0,-3507
OH,Fayette,0,-3506
OH,Fayette,0,-3505
OH,Fayette,0,-3504
OH,Fayette,0,-3503
PA,Fayette,0,-3502
PA,Fayette,0,-3501
PA,Fayette,0,-3500
PA,Fayette,0,-3499
PA,Fayette,0,-3498
PA,Fayette,0,-3497
PA,Fayette,0,-3496
PA,Fayette,0,-3495
PA,Fayette,0,-3494
TN,Fayette,0,-3493
TN,Fayette,0,-3492
TN,Fayette,0,-3491
TN,Fayette,0,-3490
TN,Fayette,0,-3489
TN,Fayette,0,-3488
TX,Fayette,0,-3487
TX,Fayette,0,-3486
TX,Fayette,0,-3485
TX,Fayette,0,-3484
TX,Fayette,0,-3483
TX,Fayette,0,-3482
WV,Fayette,0,-3481
WV,Fayette,0,-3480
WV,Fayette,0,-3479
WV,Fayette,0,-3478
WV,Fayette,0,-3477
WV,Fayette,0,-3476
WV,Fayette,0,-3475
WV,Fayette,0,-3474
WV,Fayette,0,-3473
TN,Fentress,0,-3472
TN,Fentress,0,-3471
TN,Fentress,0,-3470
TN,Fentress,0,-3469
TN,Fentress,0,-3468
TN,Fentress,0,-3467
TN,Fentress,0,-3466
TN,Fentress,0,-3465
TN,Fentress,0,-3464
TN,Fentress,0,-3463
TN,Fentress,0,-3462
TN,Fentress,0,-3461
MT,Fergus,0,-3460
MT,Fergus,0,-3459
MT,Fergus,0,-3458
MT,Fergus,0,-3457
MT,Fergus,0,-3456
MT,Fergus,0,-3455
MT,Fergus,0,-3454
MT,Fergus,0,-3453
MT,Fergus,0,-3452
MT,Fergus,0,-3451
MT,Fergus,0,-3450
WA,Ferry,0,-3449
WA,Ferry,0,-3448
WA,Ferry,0,-3447
WA,Ferry,0,-3446
WA,Ferry,0,-3445
WA,Ferry,0,-3444
WA,Ferry,0,-3443
WA,Ferry,0,-3442
WA,Ferry,0,-3441
MN,Fillmore,0,-3440
MN,Fillmore,0,-3439
MN,Fillmore,0,-3438
MN,Fillmore,0,-3437
MN,Fillmore,0,-3436
MN,Fillmore,0,-3435
MN,Fillmore,0,-3434
MN,Fillmore,0,-3433
MN,Fillmore,0,-3432
MN,Fillmore,0,-3431
MN,Fillmore,0,-3430
MN,Fillmore,0,-3429
NE,Fillmore,0,-3428
NE,Fillmore,0,-3427
NE,Fillmore,0,-3426
NE,Fillmore,0,-3425
NE,Fillmore,0,-3424
NE,Fillmore,0,-3423
NE,Fillmore,0,-3422
NE,Fillmore,0,-3421
NE,Fillmore,0,-3420
NE,Fillmore,0,-3419
NE,Fillmore,0,-3418
NE,Fillmore,0,-3417
KS,Finney,0,-3416
KS,Finney,0,-3415
KS,Finney,0,-3414
KS,Finney,0,-3413
KS,Finney,0,-3412
KS,Finney,0,-3411
KS,Finney,0,-3410
KS,Finney,0,-3409
KS,Finney,0,-3408
TX,Fisher,0,-3407
TX,Fisher,0,-3406
TX,Fisher,0,-3405
TX,Fisher,0,-3404
TX,Fisher,0,-3403
TX,Fisher,0,-3402
FL,Flagler,0,-3401
FL,Flagler,0,-3400
FL,Flagler,0,-3399
FL,Flagler,0,-3398
MT,Flathead,0,-3397
MT,Flathead,0,-3396
MT,Flathead,0,-3395
MT,Flathead,0,-3394
MT,Flathead,0,-3393
MT,Flathead,0,-3392
MT,Flathead,0,-3391
MT,Flathead,0,-3390
MT,Flathead,0,-3389
MT,Flathead,0,-3388
KY,Fleming,0,-3387
KY,Fleming,0,-3386
KY,Fleming,0,-3385
KY,Fleming,0,-3384
KY,Fleming,0,-3383
KY,Fleming,0,-3382
KY,Fleming,0,-3381
KY,Fleming,0,-3380
KY,Fleming,0,-3379
KY,Fleming,0,-3378
KY,Fleming,0,-3377
SC,Florence,0,-3376
SC,Florence,0,-3375
SC,Florence,0,-3374
SC,Florence,0,-3373
SC,Florence,0,-3372
SC,Florence,0,-3371
SC,Florence,0,-3370
SC,Florence,0,-3369
WI,Florence,0,-3368
WI,Florence,0,-3367
WI,Florence,0,-3366
WI,Florence,0,-3365
WI,Florence,0,-3364
WI,Florence,0,-3363
WI,Florence,0,-3362
WI,Florence,0,-3361
WI,Florence,0,-3360
WI,Florence,0,-3359
WI,Florence,0,-3358
WI,Florence,0,-3357
PR,Florida Municipio,0,-3356
PR,Florida Municipio,0,-3355
PR,Florida Municipio,0,-3354
PR,Florida Municipio,0,-3353
PR,Florida Municipio,0,-3352
PR,Florida Municipio,0,-3351
PR,Florida Municipio,0,-3350
PR,Florida Municipio,0,-3349
PR,Florida Municipio,0,-3348
PR,Florida Municipio,0,-3347
PR,Florida Municipio,0,-3346
PR,Florida Municipio,0,-3345
PR,Florida Municipio,0,-3344
PR,Florida Municipio,0,-3343
PR,Florida Municipio,0,-3342
GA,Floyd,0,-3341
GA,Floyd,0,-3340
GA,Floyd,0,-3339
GA,Floyd,0,-3338
GA,Floyd,0,-3337
GA,Floyd,0,-3336
GA,Floyd,0,-3335
IA,Floyd,0,-3334
IA,Floyd,0,-3333
IA,Floyd,0,-3332
IA,Floyd,0,-3331
IA,Floyd,0,-3330
IA,Floyd,0,-3329
IA,Floyd,0,-3328
IA,Floyd,0,-3327
IA,Floyd,0,-3326
IA,Floyd,0,-3325
IA,Floyd,0,-3324
IA,Floyd,0,-3323
IN,Floyd,0,-3322
IN,Floyd,0,-3321
IN,Floyd,0,-3320
IN,Floyd,0,-3319
IN,Floyd,0,-3318
IN,Floyd,0,-3317
IN,Floyd,0,-3316
KY,Floyd,0,-3315
KY,Floyd,0,-3314
KY,Floyd,0,-3313
KY,Floyd,0,-3312
KY,Floyd,0,-3311
KY,Floyd,0,-3310
KY,Floyd,0,-3309
KY,Floyd,0,-3308
KY,Floyd,0,-3307
KY,Floyd,0,-3306
KY,Floyd,0,-3305
KY,Floyd,0,-3304
TX,Floyd,0,-3303
TX,Floyd,0,-3302
TX,Floyd,0,-3301
TX,Floyd,0,-3300
TX,Floyd,0,-3299
TX,Floyd,0,-3298
VA,Floyd,0,-3297
VA,Floyd,0,-3296
VA,Floyd,0,-3295
VA,Floyd,0,-3294
VA,Floyd,0,-3293
VA,Floyd,0,-3292
VA,Floyd,0,-3291
VA,Floyd,0,-3290
VA,Floyd,0,-3289
VA,Floyd,0,-3288
VA,Fluvanna,0,-3287
VA,Fluvanna,0,-3286
VA,Fluvanna,0,-3285
VA,Fluvanna,0,-3284
VA,Fluvanna,0,-3283
VA,Fluvanna,0,-3282
VA,Fluvanna,0,-3281
VA,Fluvanna,0,-3280
VA,Fluvanna,0,-3279
TX,Foard,0,-3278
TX,Foard,0,-3277
TX,Foard,0,-3276
TX,Foard,0,-3275
TX,Foard,0,-3274
TX,Foard,0,-3273
TX,Foard,0,-3272
TX,Foard,0,-3271
TX,Foard,0,-3270
TX,Foard,0,-3269
TX,Foard,0,-3268
TX,Foard,0,-3267
WI,Fond du Lac,0,-3266
WI,Fond du Lac,0,-3265
WI,Fond du Lac,0,-3264
WI,Fond du Lac,0,-3263
WI,Fond du Lac,0,-3262
WI,Fond du Lac,0,-3261
WI,Fond du Lac,0,-3260
WI,Fond du Lac,0,-3259
WI,Fond du Lac,0,-3258
WI,Fond du Lac,0,-3257
WI,Fond du Lac,0,-3256
IL,Ford,0,-3255
IL,Ford,0,-3254
IL,Ford,0,-3253
IL,Ford,0,-3252
IL,Ford,0,-3251
IL,Ford,0,-3250
IL,Ford,0,-3249
IL,Ford,0,-3248
KS,Ford,0,-3247
KS,Ford,0,-3246
KS,Ford,0,-3245
KS,Ford,0,-3244
KS,Ford,0,-3243
KS,Ford,0,-3242
KS,Ford,0,-3241
KS,Ford,0,-3240
KS,Ford,0,-3239
PA,Forest,0,-3238
PA,Forest,0,-3237
PA,Forest,0,-3236
PA,Forest,0,-3235
PA,Forest,0,-3234
PA,Forest,0,-3233
PA,Forest,0,-3232
PA,Forest,0,-3231
PA,Forest,0,-3230
PA,Forest,0,-3229
PA,Forest,0,-3228
PA,Forest,0,-3227
WI,Forest,0,-3226
WI,Forest,0,-3225
WI,Forest,0,-3224
WI,Forest,0,-3223
WI,Forest,0,-3222
WI,Forest,0,-3221
WI,Forest,0,-3220
WI,Forest,0,-3219
WI,Forest,0,-3218
WI,Forest,0,-3217
WI,Forest,0,-3216
MS,Forrest,0,-3215
MS,Forrest,0,-3214
MS,Forrest,0,-3213
MS,Forrest,0,-3212
MS,Forrest,0,-3211
MS,Forrest,0,-3210
MS,Forrest,0,-3209
MS,Forrest,0,-3208
MS,Forrest,0,-3207
GA,Forsyth,0,-3206
GA,Forsyth,0,-3205
GA,Forsyth,0,-3204
NC,Forsyth,0,-3203
NC,Forsyth,0,-3202
NC,Forsyth,0,-3201
TX,Fort Bend,0,-3200
TX,Fort Bend,0,-3199
TX,Fort Bend,0,-3198
ND,Foster,0,-3197
ND,Foster,0,-3196
ND,Foster,0,-3195
ND,Foster,0,-3194
ND,Foster,0,-3193
ND,Foster,0,-3192
ND,Foster,0,-3191
ND,Foster,0,-3190
ND,Foster,0,-3189
ND,Foster,0,-3188
ND,Foster,0,-3187
ND,Foster,0,-3186
IN,Fountain,0,-3185
IN,Fountain,0,-3184
IN,Fountain,0,-3183
IN,Fountain,0,-3182
IN,Fountain,0,-3181
IN,Fountain,0,-3180
IN,Fountain,0,-3179
IN,Fountain,0,-3178
IN,Fountain,0,-3177
IN,Fountain,0,-3176
IN,Fountain,0,-3175
VA,Franklin City,0,-3174
VA,Franklin City,0,-3173
VA,Franklin City,0,-3172
VA,Franklin City,0,-3171
VA,Franklin City,0,-3170
VA,Franklin City,0,-3169
VA,Franklin City,0,-3168
VA,Franklin City,0,-3167
VA,Franklin City,0,-3166
AL,Franklin,0,-3165
AL,Franklin,0,-3164
AL,Franklin,0,-3163
AL,Franklin,0,-3162
AL,Franklin,0,-3161
AL,Franklin,0,-3160
AL,Franklin,0,-3159
AL,Franklin,0,-3158
AL,Franklin,0,-3157
AR,Franklin,0,-3156
AR,Franklin,0,-3155
AR,Franklin,0,-3154
AR,Franklin,0,-3153
AR,Franklin,0,-3152
AR,Franklin,0,-3151
AR,Franklin,0,-3150
AR,Franklin,0,-3149
AR,Franklin,0,-3148
FL,Franklin,0,-3147
FL,Franklin,0,-3146
FL,Franklin,0,-3145
FL,Franklin,0,-3144
FL,Franklin,0,-3143
FL,Franklin,0,-3142
FL,Franklin,0,-3141
FL,Franklin,0,-3140
FL,Franklin,0,-3139
FL,Franklin,0,-3138
GA,Franklin,0,-3137
GA,Franklin,0,-3136
GA,Franklin,0,-3135
GA,Franklin,0,-3134
GA,Franklin,0,-3133
GA,Franklin,0,-3132
GA,Franklin,0,-3131
GA,Franklin,0,-3130
GA,Franklin,0,-3129
IA,Franklin,0,-3128
IA,Franklin,0,-3127
IA,Franklin,0,-3126
IA,Franklin,0,-3125
IA,Franklin,0,-3124
IA,Franklin,0,-3123
IA,Franklin,0,-3122
IA,Franklin,0,-3121
IA,Franklin,0,-3120
IA,Franklin,0,-3119
IA,Franklin,0,-3118
IA,Franklin,0,-3117
ID,Franklin,0,-3116
ID,Franklin,0,-3115
ID,Franklin,0,-3114
ID,Franklin,0,-3113
ID,Franklin,0,-3112
ID,Franklin,0,-3111
ID,Franklin,0,-3110
ID,Franklin,0,-3109
ID,Franklin,0,-3108
ID,Franklin,0,-3107
ID,Franklin,0,-3106
ID,Franklin,0,-3105
IL,Franklin,0,-3104
IL,Franklin,0,-3103
IL,Franklin,0,-3102
IL,Franklin,0,-3101
IL,Franklin,0,-3100
IL,Franklin,0,-3099
IL,Franklin,0,-3098
IL,Franklin,0,-3097
IL,Franklin,0,-3096
IN,Franklin,0,-3095
IN,Franklin,0,-3094
IN,Franklin,0,-3093
IN,Franklin,0,-3092
IN,Franklin,0,-3091
IN,Franklin,0,-3090
IN,Franklin,0,-3089
IN,Franklin,0,-3088
IN,Franklin,0,-3087
KS,Franklin,0,-3086
KS,Franklin,0,-3085
KS,Franklin,0,-3084
KS,Franklin,0,-3083
KS,Franklin,0,-3082
KS,Franklin,0,-3081
KY,Franklin,0,-3080
KY,Franklin,0,-3079
KY,Franklin,0,-3078
KY,Franklin,0,-3077
KY,Franklin,0,-3076
KY,Franklin,0,-3075
KY,Franklin,0,-3074
KY,Franklin,0,-3073
KY,Franklin,0,-3072
MA,Franklin,0,-3071
MA,Franklin,0,-3070
MA,Franklin,0,-3069
MA,Franklin,0,-3068
MA,Franklin,0,-3067
ME,Franklin,0,-3066
ME,Franklin,0,-3065
ME,Franklin,0,-3064
ME,Franklin,0,-3063
ME,Franklin,0,-3062
ME,Franklin,0,-3061
ME,Franklin,0,-3060
ME,Franklin,0,-3059
ME,Franklin,0,-3058
ME,Franklin,0,-3057
ME,Franklin,0,-3056
ME,Franklin,0,-3055
MO,Franklin,0,-3054
MO,Franklin,0,-3053
MO,Franklin,0,-3052
MS,Franklin,0,-3051
MS,Franklin,0,-3050
MS,Franklin,0,-3049
MS,Franklin,0,-3048
MS,Franklin,0,-3047
MS,Franklin,0,-3046
MS,Franklin,0,-3045
MS,Franklin,0,-3044
MS,Franklin,0,-3043
NC,Franklin,0,-3042
NC,Franklin,0,-3041
NC,Franklin,0,-3040
NE,Franklin,0,-3039
NE,Franklin,0,-3038
NE,Franklin,0,-3037
NE,Franklin,0,-3036
NE,Franklin,0,-3035
NE,Franklin,0,-3034
NE,Franklin,0,-3033
NE,Franklin,0,-3032
NE,Franklin,0,-3031
NE,Franklin,0,-3030
NE,Franklin,0,-3029
NE,Franklin,0,-3028
NY,Franklin,0,-3027
NY,Franklin,0,-3026
NY,Franklin,0,-3025
NY,Franklin,0,-3024
NY,Franklin,0,-3023
NY,Franklin,0,-3022
NY,Franklin,0,-3021
NY,Franklin,0,-3020
NY,Franklin,0,-3019
NY,Franklin,0,-3018
NY,Franklin,0,-3017
OH,Franklin,0,-3016
OH,Franklin,0,-3015
PA,Franklin,0,-3014
PA,Franklin,0,-3013
PA,Franklin,0,-3012
PA,Franklin,0,-3011
PA,Franklin,0,-3010
PA,Franklin,0,-3009
TN,Franklin,0,-3008
TN,Franklin,0,-3007
TN,Franklin,0,-3006
TN,Franklin,0,-3005
TN,Franklin,0,-3004
TN,Franklin,0,-3003
TN,Franklin,0,-3002
TN,Franklin,0,-3001
TN,Franklin,0,-3000
TX,Franklin,0,-2999
TX,Franklin,0,-2998
TX,Franklin,0,-2997
TX,Franklin,0,-2996
TX,Franklin,0,-2995
TX,Franklin,0,-2994
TX,Franklin,0,-2993
TX,Franklin,0,-2992
TX,Franklin,0,-2991
VA,Franklin,0,-2990
VA,Franklin,0,-2989
VA,Franklin,0,-2988
VA,Franklin,0,-2987
VA,Franklin,0,-2986
VA,Franklin,0,-2985
VA,Franklin,0,-2984
VA,Franklin,0,-2983
VA,Franklin,0,-2982
VT,Franklin,0,-2981
VT,Franklin,0,-2980
VT,Franklin,0,-2979
VT,Franklin,0,-2978
VT,Franklin,0,-2977
VT,Franklin,0,-2976
VT,Franklin,0,-2975
VT,Franklin,0,-2974
VT,Franklin,0,-2973
VT,Franklin,0,-2972
VT,Franklin,0,-2971
VT,Franklin,0,-2970
WA,Franklin,0,-2969
WA,Franklin,0,-2968
WA,Franklin,0,-2967
WA,Franklin,0,-2966
WA,Franklin,0,-2965
WA,Franklin,0,-2964
WA,Franklin,0,-2963
LA,Franklin Parish,0,-2962
LA,Franklin Parish,0,-2961
LA,Franklin Parish,0,-2960
LA,Franklin Parish,0,-2959
LA,Franklin Parish,0,-2958
LA,Franklin Parish,0,-2957
LA,Franklin Parish,0,-2956
LA,Franklin Parish,0,-2955
LA,Franklin Parish,0,-2954
MD,Frederick,0,-2953
MD,Frederick,0,-2952
MD,Frederick,0,-2951
VA,Frederick,0,-2950
VA,Frederick,0,-2949
VA,Frederick,0,-2948
VA,Frederick,0,-2947
VA,Frederick,0,-2946
VA,Frederick,0,-2945
VA,Frederick,0,-2944
VA,Frederick,0,-2943
VA,Fredericksburg City,0,-2942
VA,Fredericksburg City,0,-2941
VA,Fredericksburg City,0,-2940
VA,Fredericksburg City,0,-2939
VA,Fredericksburg City,0,-2938
VA,Fredericksburg City,0,-2937
VA,Fredericksburg City,0,-2936
VA,Fredericksburg City,0,-2935
VA,Fredericksburg City,0,-2934
MN,Freeborn,0,-2933
MN,Freeborn,0,-2932
MN,Freeborn,0,-2931
MN,Freeborn,0,-2930
MN,Freeborn,0,-2929
MN,Freeborn,0,-2928
MN,Freeborn,0,-2927
MN,Freeborn,0,-2926
MN,Freeborn,0,-2925
MN,Freeborn,0,-2924
MN,Freeborn,0,-2923
MN,Freeborn,0,-2922
TX,Freestone,0,-2921
TX,Freestone,0,-2920
TX,Freestone,0,-2919
TX,Freestone,0,-2918
TX,Freestone,0,-2917
TX,Freestone,0,-2916
TX,Freestone,0,-2915
CO,Fremont,0,-2914
CO,Fremont,0,-2913
CO,Fremont,0,-2912
IA,Fremont,0,-2911
IA,Fremont,0,-2910
IA,Fremont,0,-2909
IA,Fremont,0,-2908
IA,Fremont,0,-2907
IA,Fremont,0,-2906
IA,Fremont,0,-2905
IA,Fremont,0,-2904
IA,Fremont,0,-2903
IA,Fremont,0,-2902
IA,Fremont,0,-2901
IA,Fremont,0,-2900
ID,Fremont,0,-2899
ID,Fremont,0,-2898
ID,Fremont,0,-2897
ID,Fremont,0,-2896
ID,Fremont,0,-2895
ID,Fremont,0,-2894
ID,Fremont,0,-2893
ID,Fremont,0,-2892
ID,Fremont,0,-2891
ID,Fremont,0,-2890
ID,Fremont,0,-2889
ID,Fremont,0,-2888
WY,Fremont,0,-2887
WY,Fremont,0,-2886
WY,Fremont,0,-2885
WY,Fremont,0,-2884
WY,Fremont,0,-2883
WY,Fremont,0,-2882
WY,Fremont,0,-2881
TX,Frio,0,-2880
TX,Frio,0,-2879
TX,Frio,0,-2878
TX,Frio,0,-2877
TX,Frio,0,-2876
TX,Frio,0,-2875
TX,Frio,0,-2874
TX,Frio,0,-2873
TX,Frio,0,-2872
NE,Frontier,0,-2871
NE,Frontier,0,-2870
NE,Frontier,0,-2869
NE,Frontier,0,-2868
NE,Frontier,0,-2867
NE,Frontier,0,-2866
NE,Frontier,0,-2865
NE,Frontier,0,-2864
NE,Frontier,0,-2863
NE,Frontier,0,-2862
NE,Frontier,0,-2861
NE,Frontier,0,-2860
AR,Fulton,0,-2859
AR,Fulton,0,-2858
AR,Fulton,0,-2857
AR,Fulton,0,-2856
AR,Fulton,0,-2855
AR,Fulton,0,-2854
AR,Fulton,0,-2853
AR,Fulton,0,-2852
AR,Fulton,0,-2851
AR,Fulton,0,-2850
AR,Fulton,0,-2849
AR,Fulton,0,-2848
GA,Fulton,0,-2847
GA,Fulton,0,-2846
GA,Fulton,0,-2845
IL,Fulton,0,-2844
IL,Fulton,0,-2843
IL,Fulton,0,-2842
IL,Fulton,0,-2841
IL,Fulton,0,-2840
IL,Fulton,0,-2839
IL,Fulton,0,-2838
IL,Fulton,0,-2837
IN,Fulton,0,-2836
IN,Fulton,0,-2835
IN,Fulton,0,-2834
IN,Fulton,0,-2833
IN,Fulton,0,-2832
IN,Fulton,0,-2831
IN,Fulton,0,-2830
IN,Fulton,0,-2829
IN,Fulton,0,-2828
IN,Fulton,0,-2827
IN,Fulton,0,-2826
KY,Fulton,0,-2825
KY,Fulton,0,-2824
KY,Fulton,0,-2823
KY,Fulton,0,-2822
KY,Fulton,0,-2821
KY,Fulton,0,-2820
KY,Fulton,0,-2819
KY,Fulton,0,-2818
KY,Fulton,0,-2817
NY,Fulton,0,-2816
NY,Fulton,0,-2815
NY,Fulton,0,-2814
NY,Fulton,0,-2813
NY,Fulton,0,-2812
NY,Fulton,0,-2811
NY,Fulton,0,-2810
NY,Fulton,0,-2809
NY,Fulton,0,-2808
NY,Fulton,0,-2807
NY,Fulton,0,-2806
NY,Fulton,0,-2805
OH,Fulton,0,-2804
OH,Fulton,0,-2803
OH,Fulton,0,-2802
OH,Fulton,0,-2801
OH,Fulton,0,-2800
OH,Fulton,0,-2799
PA,Fulton,0,-2798
PA,Fulton,0,-2797
PA,Fulton,0,-2796
PA,Fulton,0,-2795
PA,Fulton,0,-2794
PA,Fulton,0,-2793
PA,Fulton,0,-2792
PA,Fulton,0,-2791
PA,Fulton,0,-2790
NE,Furnas,0,-2789
NE,Furnas,0,-2788
NE,Furnas,0,-2787
NE,Furnas,0,-2786
NE,Furnas,0,-2785
NE,Furnas,0,-2784
NE,Furnas,0,-2783
NE,Furnas,0,-2782
NE,Furnas,0,-2781
NE,Furnas,0,-2780
NE,Furnas,0,-2779
NE,Furnas,0,-2778
FL,Gadsden,0,-2777
FL,Gadsden,0,-2776
FL,Gadsden,0,-2775
FL,Gadsden,0,-2774
FL,Gadsden,0,-2773
FL,Gadsden,0,-2772
FL,Gadsden,0,-2771
FL,Gadsden,0,-2770
NE,Gage,0,-2769
NE,Gage,0,-2768
NE,Gage,0,-2767
NE,Gage,0,-2766
NE,Gage,0,-2765
NE,Gage,0,-2764
NE,Gage,0,-2763
NE,Gage,0,-2762
NE,Gage,0,-2761
NE,Gage,0,-2760
NE,Gage,0,-2759
TX,Gaines,0,-2758
TX,Gaines,0,-2757
TX,Gaines,0,-2756
TX,Gaines,0,-2755
TX,Gaines,0,-2754
TX,Gaines,0,-2753
TX,Gaines,0,-2752
TX,Gaines,0,-2751
VA,Galax City,0,-2750
VA,Galax City,0,-2749
VA,Galax City,0,-2748
VA,Galax City,0,-2747
VA,Galax City,0,-2746
VA,Galax City,0,-2745
VA,Galax City,0,-2744
VA,Galax City,0,-2743
VA,Galax City,0,-2742
VA,Galax City,0,-2741
VA,Galax City,0,-2740
VA,Galax City,0,-2739
IL,Gallatin,0,-2738
IL,Gallatin,0,-2737
IL,Gallatin,0,-2736
IL,Gallatin,0,-2735
IL,Gallatin,0,-2734
IL,Gallatin,0,-2733
IL,Gallatin,0,-2732
IL,Gallatin,0,-2731
IL,Gallatin,0,-2730
IL,Gallatin,0,-2729
IL,Gallatin,0,-2728
IL,Gallatin,0,-2727
KY,Gallatin,0,-2726
KY,Gallatin,0,-2725
KY,Gallatin,0,-2724
KY,Gallatin,0,-2723
KY,Gallatin,0,-2722
KY,Gallatin,0,-2721
KY,Gallatin,0,-2720
KY,Gallatin,0,-2719
KY,Gallatin,0,-2718
KY,Gallatin,0,-2717
KY,Gallatin,0,-2716
KY,Gallatin,0,-2715
MT,Gallatin,0,-2714
MT,Gallatin,0,-2713
MT,Gallatin,0,-2712
MT,Gallatin,0,-2711
MT,Gallatin,0,-2710
MT,Gallatin,0,-2709
MT,Gallatin,0,-2708
MT,Gallatin,0,-2707
MT,Gallatin,0,-2706
MT,Gallatin,0,-2705
MT,Gallatin,0,-2704
MT,Gallatin,0,-2703
OH,Gallia,0,-2702
OH,Gallia,0,-2701
OH,Gallia,0,-2700
